Sample Label,Zircon number,Stratigraphic position,Stratigraphic level,Method,Age,Error 2s
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,40.1,2.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,40.8,6.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,40.9,5.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,41.2,6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,41.5,10.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,42,5.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,43.6,10.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,44.8,9.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,68.1,8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,68.2,11.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,68.9,3.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,74.6,8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,74.6,20.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,75,10.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,75.2,12.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,77,3.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,77.4,22.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,77.5,14.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,77.8,24.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,78.6,16.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,79.5,12.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,80.3,16
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,80.3,25.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,81.1,2.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,81.6,12.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,81.7,14.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,84.1,6.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,84.5,41.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,90.9,13.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,129.5,4.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,138,5.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,141.6,10.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,153.2,5.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,155.4,6.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,163,7.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,183,13.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,185.6,6.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,185.7,7
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,186.6,3.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,187.2,14
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,187.8,4.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,188,9
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,188,7.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,188.3,12.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,188.4,11.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,188.9,4.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,189,5.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,190.3,7.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,230.2,5.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,230.5,9.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,231.2,11.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,235,38.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,278.4,7.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,283.9,12
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,289.5,15.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,352.9,34.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,517.5,20.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,549.6,28.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,569,12.2
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,570.9,30.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,577.9,9.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,785.3,16.8
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,1015.4,95.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,1166.7,150.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,1176.9,24
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,1207.6,64.6
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,1523.3,36.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,1526.8,92
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,1548.8,22.4
Z5,300711-07,755.0,StL 17_El Cardón Red Beds,Zr-U-Pb,1610.2,65.2
Z6,030811-01-DZ082,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,15,4
Z6,030811-01-DZ010,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,74.2,6.2
Z6,030811-01-DZ085,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,91,33.8
Z6,030811-01-97,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,149,9
Z6,030811-01-DZ066,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,162.5,28.6
Z6,030811-01-DZ045,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,167.8,5.4
Z6,030811-01-DZ105,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,169.5,7.4
Z6,030811-01-DZ046,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,169.9,7.4
Z6,030811-01-DZ008,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,170,4.2
Z6,030811-01-DZ094,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,178.1,7.2
Z6,030811-01-DZ061,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,183.3,11.2
Z6,030811-01-DZ059,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,183.5,26.2
Z6,030811-01-DZ095,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,183.6,14.8
Z6,030811-DZ025,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,184.5,16.4
Z6,030811-01-DZ051,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,184.7,7.6
Z6,030811-01-98,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,184.7,10.8
Z6,030811-01-DZ003,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,184.8,9.2
Z6,030811-01-DZ035,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,184.9,8.8
Z6,030811-01-DZ060,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,184.9,20.6
Z6,030811-01-DZ031,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,185.1,6.6
Z6,030811-01-DZ004,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,185.2,7
Z6,030811-01-DZ084,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,185.4,5.8
Z6,030811-01-DZ038,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,185.5,6.8
Z6,030811-01-DZ041,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,185.5,7
Z6,030811-DZ017,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,185.6,16.6
Z6,030811-DZ023,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,185.7,8
Z6,030811-DZ019,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,185.8,7.6
Z6,030811-01-DZ048,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,185.8,12.2
Z6,030811-01-DZ033,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,186,12.6
Z6,030811-01-DZ058,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,186,8.4
Z6,030811-01-DZ040,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,186.2,12.4
Z6,030811-DZ011,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,186.3,5
Z6,030811-01-DZ055,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,186.3,6.6
Z6,030811-01-DZ002,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,186.7,9
Z6,030811-DZ012,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,186.7,18.8
Z6,030811-01-DZ093,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,186.8,17
Z6,030811-DZ015,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.2,4
Z6,030811-01-DZ044,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.2,4.8
Z6,030811-01-DZ057,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.2,5.6
Z6,030811-01-DZ007,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.3,6.8
Z6,030811-DZ013,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.3,8.4
Z6,030811-01-DZ064,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.3,10
Z6,030811-01-DZ068,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.3,13.2
Z6,030811-01-DZ078,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.7,18.6
Z6,030811-01-DZ0026,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.8,7.2
Z6,030811-01-99,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,187.8,9.2
Z6,030811-01-DZ0028,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188,18.2
Z6,030811-01-DZ042,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.1,8.2
Z6,030811-01-DZ063,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.1,9.2
Z6,030811-DZ024,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.2,8.4
Z6,030811-01-DZ0027,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.2,8.2
Z6,030811-01-DZ036,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.2,6.8
Z6,030811-01-DZ053,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.2,3.2
Z6,030811-01-DZ075,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.2,9
Z6,030811-01-DZ0029,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.3,7
Z6,030811-01-DZ034,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.3,6.8
Z6,030811-01-DZ089,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.3,5.4
Z6,030811-01-DZ091,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.4,13.6
Z6,030811-01-DZ056,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.5,3.6
Z6,030811-01-DZ090,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.5,6.2
Z6,030811-01-DZ065,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,188.8,10.4
Z6,030811-01-DZ009,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.1,6.8
Z6,030811-01-DZ081,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.2,3.6
Z6,030811-DZ020,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.3,4.2
Z6,030811-01-DZ103,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.3,12.4
Z6,030811-01-DZ087,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.4,5.6
Z6,030811-01-DZ006,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.5,13.8
Z6,030811-DZ022,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.5,16.8
Z6,030811-01-DZ100,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.5,14.6
Z6,030811-01-DZ080,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.7,6.8
Z6,030811-01-DZ104,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,189.8,12.2
Z6,030811-01-DZ092,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,190,5
Z6,030811-01-DZ076,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,190.3,6.8
Z6,030811-01-DZ102,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,190.7,18.4
Z6,030811-01-96,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,190.8,17.8
Z6,030811-01-DZ005,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,190.9,4.4
Z6,030811-01-DZ050,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,191.2,7.6
Z6,030811-01-DZ067,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,191.2,7.6
Z6,030811-01-DZ083,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,191.3,9
Z6,030811-01-DZ070,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,192.1,4.6
Z6,030811-01-DZ086,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,192.7,10
Z6,030811-01-DZ072,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,206,16.8
Z6,030811-01-DZ039,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,273.1,33.6
Z6,030811-01-DZ062,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,277.4,9
Z6,030811-01-DZ047,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,279.1,12.8
Z6,030811-01-DZ0030,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,282.9,17.4
Z6,030811-01-DZ074,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,947.1,348.8
Z6,030811-DZ021,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,970,141.2
Z6,030811-01-DZ069,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,987.1,93.2
Z6,030811-DZ018,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1000.7,43.4
Z6,030811-01-DZ001,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1001.1,67.6
Z6,030811-01-DZ071,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1021.2,64.2
Z6,030811-01-DZ052,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1103.1,46
Z6,030811-01-DZ077,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1134.8,71
Z6,030811-01-DZ043,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1167.1,18.2
Z6,030811-01-DZ073,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1473.4,48.8
Z6,030811-01-DZ054,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1488.2,82.6
Z6,030811-01-DZ079,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1497.6,102.4
Z6,030811-01-DZ101,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1507.3,40.2
Z6,030811-DZ014,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1508.1,10.8
Z6,030811-01-DZ037,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1622.2,118.6
Z6,030811-DZ016,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,1880.9,42.6
Z6,030811-01-DZ088,1030.9,StL 19_Polonia Red Beds,Zr-U-Pb,2055.3,6.6
TVV-01,TVV-001_1,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,257.2,3.0
TVV-01,TVV-001_2,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1529.0,32.0
TVV-01,TVV-001_3,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,189.7,2.3
TVV-01,TVV-001_4,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,12.9,0.4
TVV-01,TVV-001_5,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1543.0,33.0
TVV-01,TVV-001_6,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,189.2,2.0
TVV-01,TVV-001_7,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,179.7,2.9
TVV-01,TVV-001_8,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,189.8,3.4
TVV-01,TVV-001_9,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,229.2,3.7
TVV-01,TVV-001_10,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,191.3,2.3
TVV-01,TVV-001_11,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,188.0,2.7
TVV-01,TVV-001_12,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1627.0,40.0
TVV-01,TVV-001_13,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1637.0,37.0
TVV-01,TVV-001_14,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,166.7,2.4
TVV-01,TVV-001_15,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1133.3,14.5
TVV-01,TVV-001_16,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,183.6,1.6
TVV-01,TVV-001_17,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,235.4,2.3
TVV-01,TVV-001_18,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,187.7,3.7
TVV-01,TVV-001_19,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1497.0,44.0
TVV-01,TVV-001_20,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1514.0,48.0
TVV-01,TVV-001_21,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,180.7,2.0
TVV-01,TVV-001_22,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,78.3,1.0
TVV-01,TVV-001_23,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1538.0,36.0
TVV-01,TVV-001_24,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,161.1,1.8
TVV-01,TVV-001_25,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,182.6,2.0
TVV-01,TVV-001_26,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,284.9,3.8
TVV-01,TVV-001_27,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,265.4,3.1
TVV-01,TVV-001_28,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,179.0,2.6
TVV-01,TVV-001_29,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1429.0,45.0
TVV-01,TVV-001_30,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,81.7,1.0
TVV-01,TVV-001_31,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,161.0,2.2
TVV-01,TVV-001_32,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,186.7,2.7
TVV-01,TVV-001_33,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,181.9,3.7
TVV-01,TVV-001_34,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,959.4,10.5
TVV-01,TVV-001_35,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,181.8,2.2
TVV-01,TVV-001_36,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,181.9,2.6
TVV-01,TVV-001_37,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,939.3,12.9
TVV-01,TVV-001_38,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,16.3,0.4
TVV-01,TVV-001_39,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,186.8,2.8
TVV-01,TVV-001_40,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,176.6,3.7
TVV-01,TVV-001_41,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1492.0,41.0
TVV-01,TVV-001_42,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,186.2,3.5
TVV-01,TVV-001_43,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,182.6,2.0
TVV-01,TVV-001_44,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1466.0,27.0
TVV-01,TVV-001_45,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,980.2,10.0
TVV-01,TVV-001_46,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1586.0,40.0
TVV-01,TVV-001_47,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1542.0,45.0
TVV-01,TVV-001_48,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,186.5,3.0
TVV-01,TVV-001_49,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,197.5,2.2
TVV-01,TVV-001_50,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,183.7,2.1
TVV-01,TVV-001_51,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,175.4,2.9
TVV-01,TVV-001_52,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1143.4,8.7
TVV-01,TVV-001_53,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1595.0,40.0
TVV-01,TVV-001_54,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,79.8,0.9
TVV-01,TVV-001_55,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,190.8,3.2
TVV-01,TVV-001_56,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,181.0,2.7
TVV-01,TVV-001_57,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,167.6,2.2
TVV-01,TVV-001_58,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,2525.0,61.0
TVV-01,TVV-001_59,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,182.0,2.2
TVV-01,TVV-001_60,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,44.8,0.6
TVV-01,TVV-001_61,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,174.3,3.1
TVV-01,TVV-001_62,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,272.3,2.7
TVV-01,TVV-001_63,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,170.2,4.4
TVV-01,TVV-001_64,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,189.3,2.4
TVV-01,TVV-001_65,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,81.4,0.9
TVV-01,TVV-001_66,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1783.0,33.0
TVV-01,TVV-001_67,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1469.0,22.0
TVV-01,TVV-001_68,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,278.5,4.1
TVV-01,TVV-001_69,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,185.5,2.2
TVV-01,TVV-001_70,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,182.2,1.8
TVV-01,TVV-001_71,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,857.5,36.7
TVV-01,TVV-001_72,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1518.0,24.0
TVV-01,TVV-001_74,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,275.1,6.2
TVV-01,TVV-001_75,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,69.9,0.8
TVV-01,TVV-001_76,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1504.0,20.0
TVV-01,TVV-001_77,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,177.1,2.7
TVV-01,TVV-001_78,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,914.6,15.8
TVV-01,TVV-001_79,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,184.8,3.6
TVV-01,TVV-001_80,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,188.5,2.1
TVV-01,TVV-001_81,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1175.5,13.3
TVV-01,TVV-001_82,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,173.3,2.8
TVV-01,TVV-001_83,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,164.1,1.7
TVV-01,TVV-001_84,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,823.8,11.8
TVV-01,TVV-001_85,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,69.9,1.0
TVV-01,TVV-001_86,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,179.6,2.6
TVV-01,TVV-001_87,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,182.9,1.7
TVV-01,TVV-001_88,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,177.4,2.4
TVV-01,TVV-001_89,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,186.6,2.8
TVV-01,TVV-001_90,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1099.7,15.1
TVV-01,TVV-001_91,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,174.1,3.2
TVV-01,TVV-001_92,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1765.0,38.0
TVV-01,TVV-001_93,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,177.6,2.4
TVV-01,TVV-001_94,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,775.8,17.6
TVV-01,TVV-001_95,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,2192.0,23.0
TVV-01,TVV-001_96,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,182.6,2.8
TVV-01,TVV-001_97,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,187.3,2.4
TVV-01,TVV-001_99,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,1610.0,37.0
TVV-01,TVV-001_100,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,176.2,3.1
TVV-01,TVV-001_101,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,184.5,2.6
TVV-01,TVV-001_102,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,818.4,12.1
TVV-01,TVV-001_103,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,610.3,21.1
TVV-01,TVV-001_104,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,162.7,2.5
TVV-01,TVV-001_105,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,985.0,12.8
TVV-01,TVV-001_106,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,672.1,19.9
TVV-01,TVV-001_107,932.0,StL_19_Polonia Red Beds,Zr-U-Pb,184.3,2.1
